campaign_id,channel_id,category,channel,budget,spend,tracking_code,campaign_channel_id
10333,109,Advertising,Paid Review,1200,1320,9AHXKX,10333AD9AHXKX
10334,204,Content,Report Sponsorship,3600,2664,3RTCTV,10334CO3RTCTV
10334,114,Advertising,YouTube Pre-roll,1900,2527,4WECBG,10334AD4WECBG
10334,901,Social,Blog,700,735,5XFBLZ,10334SO5XFBLZ
10334,904,Social,Forum,3900,5499,0AXSYD,10334SO0AXSYD
10334,204,Content,Report Sponsorship,3600,3960,4FWYLF,10334CO4FWYLF
10335,903,Social,Facebook Post,700,462,3ENYLT,10335SO3ENYLT
10336,205,Content,Research Paper,5900,5192,8WJAAQ,10336CO8WJAAQ
10337,801,PR,Press Release,4700,4559,3IEFOD,10337PR3IEFOD
10338,105,Advertising,Insert,4400,4752,5RPEPJ,10338AD5RPEPJ
10338,302,Direct,Catalogue,24700,18278,0FLOVQ,10338DI0FLOVQ
10339,111,Advertising,Radio Ad,4100,4059,1KKEBG,10339AD1KKEBG
10339,904,Social,Forum,3900,3159,1YLDKA,10339SO1YLDKA
10339,605,In-Store,Signage,3200,3648,7KOLJY,10339IN7KOLJY
10340,303,Direct,Postal Mail,4800,3168,3AUMFJ,10340DI3AUMFJ
10341,907,Social,LinkedIn Post,1400,1610,2BUKJB,10341SO2BUKJB
10341,905,Social,Influencer outreach,2100,2835,2QHCGS,10341SO2QHCGS
10342,802,PR,Public Relations,6300,9576,1RZASO,10342PR1RZASO
10343,108,Advertising,Mobile Ad,800,728,1XGCWW,10343AD1XGCWW
10344,905,Social,Influencer outreach,2100,2793,0ILLVI,10344SO0ILLVI
10345,106,Advertising,LinkedIn Ad,1000,1010,4BDADL,10345AD4BDADL
10346,602,In-Store,Kiosk,4000,3520,7IDJOR,10346IN7IDJOR
10346,109,Advertising,Paid Review,1200,1260,7TAMPM,10346AD7TAMPM
10346,901,Social,Blog,700,952,7ERWWH,10346SO7ERWWH
10346,602,In-Store,Kiosk,4000,2280,7QIMAJ,10346IN7QIMAJ
10346,302,Direct,Catalogue,24700,19513,6ARDJN,10346DI6ARDJN
10346,721,Web,Amazon Store,2100,2772,8YWIJO,10346WE8YWIJO
10346,701,Mobile,Mobile App,3200,2912,1NOKPB,10346MO1NOKPB
10347,904,Social,Forum,3900,4719,2OHFBR,10347SO2OHFBR
10347,150,TV,Film/TV product placement,22800,22116,1THSWD,10347TV1THSWD
10348,205,Content,Research Paper,5900,6490,1XGPBY,10348CO1XGPBY
10348,904,Social,Forum,3900,5733,8ETFAG,10348SO8ETFAG
10349,602,In-Store,Kiosk,4000,3840,1QBMPP,10349IN1QBMPP
10349,204,Content,Report Sponsorship,3600,4356,6EIAMS,10349CO6EIAMS
10350,909,Social,Twitter account,1800,1926,0AJGXA,10350SO0AJGXA
10351,723,Web,Microsites,2000,1460,0DGIZV,10351WE0DGIZV
10352,905,Social,Influencer outreach,2100,2331,1ZHAUC,10352SO1ZHAUC
10352,205,Content,Research Paper,5900,5369,7ZMOLN,10352CO7ZMOLN
10353,201,Content,Content marketing,2800,2884,2RGKCE,10353CO2RGKCE
10353,204,Content,Report Sponsorship,3600,4032,8VKEJG,10353CO8VKEJG
10354,907,Social,LinkedIn Post,1400,1344,6YEBEK,10354SO6YEBEK
10354,402,Email,Email Signature,1900,1957,3MUEHU,10354EM3MUEHU
10354,205,Content,Research Paper,5900,4484,5BDIEG,10354CO5BDIEG
10354,114,Advertising,YouTube Pre-roll,1900,1995,1IQOOS,10354AD1IQOOS
10355,905,Social,Influencer outreach,2100,1239,5YLJNU,10355SO5YLJNU
10356,801,PR,Press Release,4700,4324,9OIOUX,10356PR9OIOUX
10356,906,Social,LinkedIn Group,1400,1008,4ONZHJ,10356SO4ONZHJ
10356,502,Event,Events,64000,76800,4OHNWM,10356EV4OHNWM
10356,201,Content,Content marketing,2800,3248,8IJPGV,10356CO8IJPGV
10356,501,Event,Brand Hijack,28900,22253,5ZTCON,10356EV5ZTCON
10357,702,Mobile,SMS,3900,2574,9VKWXN,10357MO9VKWXN
10357,110,Advertising,Product Packaging,4400,4136,5XLCPX,10357AD5XLCPX
10357,203,Content,Presentation,4000,4000,7VDVCE,10357CO7VDVCE
10358,402,Email,Email Signature,1900,1406,4GHLCV,10358EM4GHLCV
10358,201,Content,Content marketing,2800,2632,2LYDPI,10358CO2LYDPI
10358,359,Telephone,Hold Message,2400,3816,3USBRQ,10358TE3USBRQ
10358,151,TV,Program Sponsorship,28400,22152,8EFDVJ,10358TV8EFDVJ
10359,104,Advertising,In-game,1400,1162,9UTBIC,10359AD9UTBIC
10360,602,In-Store,Kiosk,4000,4080,9KSCOL,10360IN9KSCOL
10360,303,Direct,Postal Mail,4800,5568,8OBOCP,10360DI8OBOCP
10361,603,In-Store,Loyalty card,2700,2619,1VUITW,10361IN1VUITW
10362,503,Event,Prizes/Exhibitions,7600,5700,4MDXVN,10362EV4MDXVN
10362,902,Social,Facebook Page,2300,3151,4BZLAD,10362SO4BZLAD
10362,723,Web,Microsites,2000,1440,8ZMOEU,10362WE8ZMOEU
10363,801,PR,Press Release,4700,5311,6UTSWP,10363PR6UTSWP
10363,202,Content,Infographics,2900,2929,2GVDIH,10363CO2GVDIH
10364,604,In-Store,POS displays,5200,4576,6OYDFF,10364IN6OYDFF
10365,205,Content,Research Paper,5900,3245,3VIQLK,10365CO3VIQLK
10365,702,Mobile,SMS,3900,4563,8OHJMX,10365MO8OHJMX
10366,907,Social,LinkedIn Post,1400,1428,2XEWKL,10366SO2XEWKL
10366,202,Content,Infographics,2900,2813,0CWELB,10366CO0CWELB
10367,204,Content,Report Sponsorship,3600,2808,1KSJTI,10367CO1KSJTI
10368,401,Email,Email Blast,2800,1848,8GFRUS,10368EM8GFRUS
10369,812,Search,SEO,2300,1886,3WQTCS,10369SE3WQTCS
10369,907,Social,LinkedIn Post,1400,1428,4UUWCY,10369SO4UUWCY
10370,604,In-Store,POS displays,5200,5460,1HLQYH,10370IN1HLQYH
10371,811,Search,PPC,6900,6003,1AUIPZ,10371SE1AUIPZ
10371,303,Direct,Postal Mail,4800,5232,6WYITS,10371DI6WYITS
10371,909,Social,Twitter account,1800,1692,4MXQTZ,10371SO4MXQTZ
10372,114,Advertising,YouTube Pre-roll,1900,2356,9DQJXH,10372AD9DQJXH
10373,904,Social,Forum,3900,3354,0ZVYLO,10373SO0ZVYLO
10374,114,Advertising,YouTube Pre-roll,1900,1178,8ZMLFQ,10374AD8ZMLFQ
10374,702,Mobile,SMS,3900,4368,4BTUTZ,10374MO4BTUTZ
10375,602,In-Store,Kiosk,4000,3760,2OMGJB,10375IN2OMGJB
10376,201,Content,Content marketing,2800,2632,0TPFBZ,10376CO0TPFBZ
10376,802,PR,Public Relations,6300,4725,1YJHZR,10376PR1YJHZR
10377,901,Social,Blog,700,763,8WUXGX,10377SO8WUXGX
10377,904,Social,Forum,3900,4095,6XJLTL,10377SO6XJLTL
10377,105,Advertising,Insert,4400,3960,0GTSNW,10377AD0GTSNW
10378,902,Social,Facebook Page,2300,2047,0GATYJ,10378SO0GATYJ
10379,702,Mobile,SMS,3900,3198,7QOFWU,10379MO7QOFWU
10379,402,Email,Email Signature,1900,1957,3EUGSZ,10379EM3EUGSZ
10380,904,Social,Forum,3900,3744,8BPLQE,10380SO8BPLQE
10381,702,Mobile,SMS,3900,3081,8KVMAA,10381MO8KVMAA
10382,102,Advertising,Billboard,9500,7030,7ZCFMW,10382AD7ZCFMW
10383,605,In-Store,Signage,3200,2912,1SWCLY,10383IN1SWCLY
10384,111,Advertising,Radio Ad,4100,3362,0IUFCM,10384AD0IUFCM
10385,904,Social,Forum,3900,3705,8YAMES,10385SO8YAMES
10385,904,Social,Forum,3900,3120,3MSFAT,10385SO3MSFAT
10385,401,Email,Email Blast,2800,2828,8AHTZN,10385EM8AHTZN
10386,811,Search,PPC,6900,5934,9STHSY,10386SE9STHSY
10387,359,Telephone,Hold Message,2400,2040,7DYLXD,10387TE7DYLXD
10387,359,Telephone,Hold Message,2400,2760,7ULKMR,10387TE7ULKMR
10387,401,Email,Email Blast,2800,2436,2NFLVR,10387EM2NFLVR
10387,723,Web,Microsites,2000,1980,0IWEMP,10387WE0IWEMP
10388,909,Social,Twitter account,1800,1548,1KCDZC,10388SO1KCDZC
10388,811,Search,PPC,6900,9798,5HQASZ,10388SE5HQASZ
10389,502,Event,Events,64000,80000,2LQKEN,10389EV2LQKEN
10389,107,Advertising,Magazine Ad,4300,4343,2ABZQO,10389AD2ABZQO
10389,903,Social,Facebook Post,700,651,4SOIXZ,10389SO4SOIXZ
10390,605,In-Store,Signage,3200,3552,0FWCJS,10390IN0FWCJS
10391,369,Telephone,Telesales,42200,48530,0IJKJI,10391TE0IJKJI
10391,702,Mobile,SMS,3900,3354,1FUQXI,10391MO1FUQXI
10391,907,Social,LinkedIn Post,1400,1540,7THROL,10391SO7THROL
10392,801,PR,Press Release,4700,4512,4TWTID,10392PR4TWTID
10392,908,Social,Twitter,800,568,3ZIFTN,10392SO3ZIFTN
10393,106,Advertising,LinkedIn Ad,1000,870,3NJIAD,10393AD3NJIAD
10393,369,Telephone,Telesales,42200,42622,4DHCNP,10393TE4DHCNP
10393,401,Email,Email Blast,2800,2492,4GHGTZ,10393EM4GHGTZ
10393,114,Advertising,YouTube Pre-roll,1900,2679,6GRCTE,10393AD6GRCTE
10394,811,Search,PPC,6900,9177,3QXBKM,10394SE3QXBKM
10394,908,Social,Twitter,800,752,0WRAQS,10394SO0WRAQS
10394,906,Social,LinkedIn Group,1400,1722,8ZLWXC,10394SO8ZLWXC
10395,114,Advertising,YouTube Pre-roll,1900,2033,7NYYKE,10395AD7NYYKE
10395,722,Web,Ebay Store,9500,6650,5QSACK,10395WE5QSACK
10396,401,Email,Email Blast,2800,3164,9KRMRR,10396EM9KRMRR
10397,801,PR,Press Release,4700,5875,3MJNEQ,10397PR3MJNEQ
10398,503,Event,Prizes/Exhibitions,7600,8284,8HUYWV,10398EV8HUYWV
10399,105,Advertising,Insert,4400,4048,4YTAPO,10399AD4YTAPO
10399,201,Content,Content marketing,2800,3276,5ZNKSN,10399CO5ZNKSN
10400,601,In-Store,Display,14000,16800,0QNCTF,10400IN0QNCTF
10401,108,Advertising,Mobile Ad,800,816,8YHRWA,10401AD8YHRWA
10402,304,Direct,Swag,7400,5994,8ELHPJ,10402DI8ELHPJ
10402,303,Direct,Postal Mail,4800,3072,6SEPGL,10402DI6SEPGL
10402,109,Advertising,Paid Review,1200,1056,1PKJDI,10402AD1PKJDI
10403,910,Social,Youtube channel,800,976,5VDMCP,10403SO5VDMCP
10403,359,Telephone,Hold Message,2400,1488,4SGNVK,10403TE4SGNVK
10404,402,Email,Email Signature,1900,1824,2IGDFX,10404EM2IGDFX
10405,904,Social,Forum,3900,3159,9QMBUM,10405SO9QMBUM
10405,721,Web,Amazon Store,2100,2394,6PAVZW,10405WE6PAVZW
10405,303,Direct,Postal Mail,4800,5136,5PCXPA,10405DI5PCXPA
10405,501,Event,Brand Hijack,28900,26010,0XETBS,10405EV0XETBS
10406,103,Advertising,Digital Signage,4600,4738,9ANDIV,10406AD9ANDIV
10406,201,Content,Content marketing,2800,2912,5LCIND,10406CO5LCIND
10406,107,Advertising,Magazine Ad,4300,4300,8WBOJI,10406AD8WBOJI
10407,114,Advertising,YouTube Pre-roll,1900,2242,5IRRQL,10407AD5IRRQL
10408,101,Advertising,Aggregator,700,679,7ULMYM,10408AD7ULMYM
10408,812,Search,SEO,2300,1886,5CWKCR,10408SE5CWKCR
10409,604,In-Store,POS displays,5200,3640,3EDAMU,10409IN3EDAMU
10409,503,Event,Prizes/Exhibitions,7600,5168,6WUAWF,10409EV6WUAWF
10410,106,Advertising,LinkedIn Ad,1000,760,7UMNFD,10410AD7UMNFD
10410,205,Content,Research Paper,5900,6254,1RFKES,10410CO1RFKES
10410,359,Telephone,Hold Message,2400,1872,6ELFPW,10410TE6ELFPW
10411,702,Mobile,SMS,3900,4251,4VWWMN,10411MO4VWWMN
10412,802,PR,Public Relations,6300,4410,6SXNYU,10412PR6SXNYU
10413,112,Advertising,Receipt Code,2400,2688,6ZDIYZ,10413AD6ZDIYZ
10413,204,Content,Report Sponsorship,3600,3708,9GXPEQ,10413CO9GXPEQ
10413,105,Advertising,Insert,4400,5676,3XBCWU,10413AD3XBCWU
10414,908,Social,Twitter,800,560,2BWULI,10414SO2BWULI
10415,369,Telephone,Telesales,42200,47264,9XOKMC,10415TE9XOKMC
10416,812,Search,SEO,2300,2047,0TDILI,10416SE0TDILI
10417,903,Social,Facebook Post,700,889,6HQFIE,10417SO6HQFIE
10417,902,Social,Facebook Page,2300,2070,5BRDFV,10417SO5BRDFV
10418,802,PR,Public Relations,6300,6111,2GPNQT,10418PR2GPNQT
10419,604,In-Store,POS displays,5200,4888,2AYDAD,10419IN2AYDAD
10419,205,Content,Research Paper,5900,3717,5OWIJR,10419CO5OWIJR
10420,359,Telephone,Hold Message,2400,2808,9DUSFV,10420TE9DUSFV
10421,202,Content,Infographics,2900,2494,7FYKSN,10421CO7FYKSN
10421,604,In-Store,POS displays,5200,5408,2ZJZUM,10421IN2ZJZUM
10422,723,Web,Microsites,2000,2040,7BILNS,10422WE7BILNS
10422,909,Social,Twitter account,1800,1404,8HFSZU,10422SO8HFSZU
10423,113,Advertising,Sports Sponsorship,54700,63452,6SPCWY,10423AD6SPCWY
10424,151,TV,Program Sponsorship,28400,24708,6JURCN,10424TV6JURCN
10424,202,Content,Infographics,2900,2726,3VODPW,10424CO3VODPW
10425,801,PR,Press Release,4700,4606,5RHWVO,10425PR5RHWVO
10425,108,Advertising,Mobile Ad,800,504,5PXKUC,10425AD5PXKUC
10426,304,Direct,Swag,7400,8954,8MNQNE,10426DI8MNQNE
10426,906,Social,LinkedIn Group,1400,1162,2PKAPX,10426SO2PKAPX
10427,907,Social,LinkedIn Post,1400,1442,7LEIHK,10427SO7LEIHK
10427,107,Advertising,Magazine Ad,4300,4300,5HMJIM,10427AD5HMJIM
10427,203,Content,Presentation,4000,2320,6QSUZS,10427CO6QSUZS
10428,904,Social,Forum,3900,1872,2VWYMC,10428SO2VWYMC
10429,205,Content,Research Paper,5900,5428,3NHTTO,10429CO3NHTTO
10430,904,Social,Forum,3900,3978,3NCLXZ,10430SO3NCLXZ
10430,605,In-Store,Signage,3200,3136,9GDLFA,10430IN9GDLFA
10430,108,Advertising,Mobile Ad,800,808,5OMZQS,10430AD5OMZQS
10430,901,Social,Blog,700,511,9GZBOH,10430SO9GZBOH
10431,203,Content,Presentation,4000,3360,1BUIJY,10431CO1BUIJY
10431,604,In-Store,POS displays,5200,4108,0XBHPT,10431IN0XBHPT
10431,901,Social,Blog,700,882,8EKWQK,10431SO8EKWQK
10431,303,Direct,Postal Mail,4800,4128,3KCCAX,10431DI3KCCAX
10431,903,Social,Facebook Post,700,742,3HJVZB,10431SO3HJVZB
10432,907,Social,LinkedIn Post,1400,1162,8FEEZG,10432SO8FEEZG
10432,907,Social,LinkedIn Post,1400,1428,2IMRPG,10432SO2IMRPG
10432,721,Web,Amazon Store,2100,2898,6PCSLQ,10432WE6PCSLQ
10433,903,Social,Facebook Post,700,826,2OXVYA,10433SO2OXVYA
10434,909,Social,Twitter account,1800,1566,0DHWZW,10434SO0DHWZW
10434,604,In-Store,POS displays,5200,4056,9UFFHI,10434IN9UFFHI
10435,106,Advertising,LinkedIn Ad,1000,1460,5KKCMH,10435AD5KKCMH
10436,723,Web,Microsites,2000,2360,2KWQWB,10436WE2KWQWB
10436,902,Social,Facebook Page,2300,1748,5EKETH,10436SO5EKETH
10437,204,Content,Report Sponsorship,3600,3960,2GEKQL,10437CO2GEKQL
10437,906,Social,LinkedIn Group,1400,1414,4DFULL,10437SO4DFULL
10437,203,Content,Presentation,4000,3240,1WYZJG,10437CO1WYZJG
10438,206,Content,Video,11700,12285,7EQIXR,10438CO7EQIXR
10439,104,Advertising,In-game,1400,1036,2NRFQZ,10439AD2NRFQZ
10440,303,Direct,Postal Mail,4800,4080,6XVWAA,10440DI6XVWAA
10441,106,Advertising,LinkedIn Ad,1000,1010,7NZJIZ,10441AD7NZJIZ
10441,205,Content,Research Paper,5900,6136,3EEVND,10441CO3EEVND
10442,206,Content,Video,11700,13689,7MODGT,10442CO7MODGT
10442,907,Social,LinkedIn Post,1400,1092,9AECIJ,10442SO9AECIJ
10442,401,Email,Email Blast,2800,3696,5JFMQT,10442EM5JFMQT
10442,503,Event,Prizes/Exhibitions,7600,5092,6CBQHH,10442EV6CBQHH
10442,801,PR,Press Release,4700,6063,0BAWLY,10442PR0BAWLY
10443,304,Direct,Swag,7400,7770,6XTVRW,10443DI6XTVRW
10443,908,Social,Twitter,800,832,8KIKQR,10443SO8KIKQR
10443,106,Advertising,LinkedIn Ad,1000,880,1SVXGM,10443AD1SVXGM
10443,907,Social,LinkedIn Post,1400,1624,0QPYYR,10443SO0QPYYR
10444,903,Social,Facebook Post,700,427,0NREYH,10444SO0NREYH
10445,150,TV,Film/TV product placement,22800,26220,6UPSWP,10445TV6UPSWP
10445,908,Social,Twitter,800,768,3TVSNS,10445SO3TVSNS
10445,401,Email,Email Blast,2800,3108,4KFSEO,10445EM4KFSEO
10445,721,Web,Amazon Store,2100,1974,7IQWHL,10445WE7IQWHL
10446,910,Social,Youtube channel,800,896,8AKAKH,10446SO8AKAKH
10446,107,Advertising,Magazine Ad,4300,4171,7DGTKR,10446AD7DGTKR
10447,605,In-Store,Signage,3200,2720,5CCQKF,10447IN5CCQKF
10448,201,Content,Content marketing,2800,2436,7DFSKJ,10448CO7DFSKJ
10449,723,Web,Microsites,2000,2040,9GHVPX,10449WE9GHVPX
10450,909,Social,Twitter account,1800,1674,8IPIFT,10450SO8IPIFT
10450,303,Direct,Postal Mail,4800,4416,1BCOZN,10450DI1BCOZN
10451,907,Social,LinkedIn Post,1400,1526,7XJDSN,10451SO7XJDSN
10452,101,Advertising,Aggregator,700,728,1KIRAQ,10452AD1KIRAQ
10453,801,PR,Press Release,4700,4277,3FVCDG,10453PR3FVCDG
10453,401,Email,Email Blast,2800,2576,8HPLIP,10453EM8HPLIP
10453,401,Email,Email Blast,2800,3052,3GFIFJ,10453EM3GFIFJ
10454,110,Advertising,Product Packaging,4400,4092,6QUOTZ,10454AD6QUOTZ
10455,303,Direct,Postal Mail,4800,2976,3CYGRA,10455DI3CYGRA
10455,904,Social,Forum,3900,2964,4ABSTG,10455SO4ABSTG
10455,401,Email,Email Blast,2800,2436,7JGMHG,10455EM7JGMHG
10455,151,TV,Program Sponsorship,28400,26696,7APUJT,10455TV7APUJT
10456,109,Advertising,Paid Review,1200,1356,9VLSPM,10456AD9VLSPM
10456,402,Email,Email Signature,1900,988,1ELFPO,10456EM1ELFPO
10456,101,Advertising,Aggregator,700,504,3WFZCE,10456AD3WFZCE
10457,904,Social,Forum,3900,3471,1ZTPNV,10457SO1ZTPNV
10458,114,Advertising,YouTube Pre-roll,1900,2470,3LTRJW,10458AD3LTRJW
10459,910,Social,Youtube channel,800,664,7ZHMKA,10459SO7ZHMKA
10459,721,Web,Amazon Store,2100,1449,7MPJIH,10459WE7MPJIH
10459,201,Content,Content marketing,2800,2688,6AQBSR,10459CO6AQBSR
10459,303,Direct,Postal Mail,4800,4944,5OSKHV,10459DI5OSKHV
10459,153,TV,TV advert,4500,3735,8DKQEX,10459TV8DKQEX
10460,205,Content,Research Paper,5900,6844,9BUSEJ,10460CO9BUSEJ
10460,304,Direct,Swag,7400,7622,4HZVPW,10460DI4HZVPW
10461,204,Content,Report Sponsorship,3600,3348,5GQSWH,10461CO5GQSWH
10461,402,Email,Email Signature,1900,2850,4CEGGS,10461EM4CEGGS
10461,112,Advertising,Receipt Code,2400,2784,5OEZBI,10461AD5OEZBI
10462,303,Direct,Postal Mail,4800,5232,1AJGPK,10462DI1AJGPK
10462,906,Social,LinkedIn Group,1400,1218,9OANBV,10462SO9OANBV
10462,205,Content,Research Paper,5900,5310,3EWIUU,10462CO3EWIUU
10462,702,Mobile,SMS,3900,2145,0ZQXEO,10462MO0ZQXEO
10462,905,Social,Influencer outreach,2100,2268,4XIEJU,10462SO4XIEJU
10462,202,Content,Infographics,2900,3944,2CRVKF,10462CO2CRVKF
10462,369,Telephone,Telesales,42200,30806,0VEYMP,10462TE0VEYMP
10462,203,Content,Presentation,4000,4360,7EZVZT,10462CO7EZVZT
10462,812,Search,SEO,2300,2829,4EJAZG,10462SE4EJAZG
10463,106,Advertising,LinkedIn Ad,1000,1060,9BJYJR,10463AD9BJYJR
10464,906,Social,LinkedIn Group,1400,1260,8QHLDZ,10464SO8QHLDZ
10464,723,Web,Microsites,2000,1760,2DNVNL,10464WE2DNVNL
10465,722,Web,Ebay Store,9500,5035,7OEWBV,10465WE7OEWBV
10465,369,Telephone,Telesales,42200,30806,1UATZL,10465TE1UATZL
10466,402,Email,Email Signature,1900,2223,4PKHZQ,10466EM4PKHZQ
10466,811,Search,PPC,6900,7383,8KGDWN,10466SE8KGDWN
10466,909,Social,Twitter account,1800,1638,5OAKVC,10466SO5OAKVC
10467,603,In-Store,Loyalty card,2700,3186,6SPVTZ,10467IN6SPVTZ
10467,108,Advertising,Mobile Ad,800,480,5UTPNC,10467AD5UTPNC
10467,902,Social,Facebook Page,2300,2139,0VPPAG,10467SO0VPPAG
10467,902,Social,Facebook Page,2300,2070,8ZSKNW,10467SO8ZSKNW
10467,203,Content,Presentation,4000,3080,5SIZLM,10467CO5SIZLM
10467,905,Social,Influencer outreach,2100,2310,3OKSXP,10467SO3OKSXP
10467,114,Advertising,YouTube Pre-roll,1900,1539,7JPUQM,10467AD7JPUQM
10468,304,Direct,Swag,7400,7770,7KDSEB,10468DI7KDSEB
10469,204,Content,Report Sponsorship,3600,3312,7GIKGV,10469CO7GIKGV
10469,910,Social,Youtube channel,800,744,2CPSNJ,10469SO2CPSNJ
10470,812,Search,SEO,2300,1840,5KHESZ,10470SE5KHESZ
10470,901,Social,Blog,700,693,0NCVWR,10470SO0NCVWR
10470,204,Content,Report Sponsorship,3600,3780,2GWCTE,10470CO2GWCTE
10470,910,Social,Youtube channel,800,784,9CAGAF,10470SO9CAGAF
10470,908,Social,Twitter,800,600,9IFBWP,10470SO9IFBWP
10471,206,Content,Video,11700,12051,6TNWHA,10471CO6TNWHA
10471,723,Web,Microsites,2000,1920,1NXPLZ,10471WE1NXPLZ
10472,802,PR,Public Relations,6300,5796,9INNMH,10472PR9INNMH
10473,303,Direct,Postal Mail,4800,2784,5PTMUI,10473DI5PTMUI
10473,201,Content,Content marketing,2800,3332,0FVLON,10473CO0FVLON
10474,902,Social,Facebook Page,2300,1909,7QFEPQ,10474SO7QFEPQ
10475,812,Search,SEO,2300,2070,6UHABY,10475SE6UHABY
10475,109,Advertising,Paid Review,1200,1008,4DKOXW,10475AD4DKOXW
10476,402,Email,Email Signature,1900,1653,3DFTGM,10476EM3DFTGM
10477,205,Content,Research Paper,5900,5900,6CHXVN,10477CO6CHXVN
10478,723,Web,Microsites,2000,2400,1QESQC,10478WE1QESQC
10478,906,Social,LinkedIn Group,1400,1778,4ULKKV,10478SO4ULKKV
10479,101,Advertising,Aggregator,700,679,3ZFKSC,10479AD3ZFKSC
10480,204,Content,Report Sponsorship,3600,2808,1DJSUM,10480CO1DJSUM
10481,907,Social,LinkedIn Post,1400,1358,5THFPZ,10481SO5THFPZ
10482,303,Direct,Postal Mail,4800,4848,1QHPAD,10482DI1QHPAD
10482,112,Advertising,Receipt Code,2400,2472,8FEHCX,10482AD8FEHCX
10483,811,Search,PPC,6900,7797,7OTPXV,10483SE7OTPXV
10483,910,Social,Youtube channel,800,840,7WZAKC,10483SO7WZAKC
10484,104,Advertising,In-game,1400,1372,7YOTAI,10484AD7YOTAI
10485,108,Advertising,Mobile Ad,800,624,1QVDGP,10485AD1QVDGP
10485,369,Telephone,Telesales,42200,45576,6GHXDJ,10485TE6GHXDJ
10486,202,Content,Infographics,2900,3973,8FRSMS,10486CO8FRSMS
10486,901,Social,Blog,700,525,2WAQLD,10486SO2WAQLD
10487,503,Event,Prizes/Exhibitions,7600,6840,2RRRCQ,10487EV2RRRCQ
10488,801,PR,Press Release,4700,5170,7MJQEY,10488PR7MJQEY
10488,802,PR,Public Relations,6300,4977,7ERMQE,10488PR7ERMQE
10488,401,Email,Email Blast,2800,3696,3ELCHQ,10488EM3ELCHQ
10488,359,Telephone,Hold Message,2400,2928,6VYTHY,10488TE6VYTHY
10488,113,Advertising,Sports Sponsorship,54700,44854,8FKPGJ,10488AD8FKPGJ
10489,206,Content,Video,11700,12753,3MCHLC,10489CO3MCHLC
10489,801,PR,Press Release,4700,3478,4ROWGD,10489PR4ROWGD
10490,702,Mobile,SMS,3900,2652,8SRDXH,10490MO8SRDXH
10491,202,Content,Infographics,2900,2726,7LADPD,10491CO7LADPD
10491,302,Direct,Catalogue,24700,18772,6RMENW,10491DI6RMENW
10491,801,PR,Press Release,4700,4230,0QOABK,10491PR0QOABK
10491,909,Social,Twitter account,1800,1476,1FDURZ,10491SO1FDURZ
10492,801,PR,Press Release,4700,4982,0CRVXU,10492PR0CRVXU
10493,304,Direct,Swag,7400,6586,2DJEEH,10493DI2DJEEH
10493,107,Advertising,Magazine Ad,4300,5547,2HRVAT,10493AD2HRVAT
10494,602,In-Store,Kiosk,4000,4000,0NXMIC,10494IN0NXMIC
10495,109,Advertising,Paid Review,1200,1284,8DMAZU,10495AD8DMAZU
10496,902,Social,Facebook Page,2300,1702,0OPEZM,10496SO0OPEZM
10496,303,Direct,Postal Mail,4800,3792,2HLDKJ,10496DI2HLDKJ
10496,901,Social,Blog,700,756,5GMGIR,10496SO5GMGIR
10497,106,Advertising,LinkedIn Ad,1000,980,6LPLGM,10497AD6LPLGM
10497,503,Event,Prizes/Exhibitions,7600,5016,4LVTFX,10497EV4LVTFX
